	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg1671.9	0.2185	0.262	0.915	4.679	9.7197	6.3673	4.894
sp|P48052|CBPA2_HUMAN^sp|P48052|CBPA2_HUMAN^Q:876-2036	6.8165	1.6285	50.5093	86.032	25.4683	21.7753	82.5785
evm.model.Seg1677.3.3.57f48f77	0.683	0.292	1.0373	0.0	0.636	1.0787	1.668
evm.model.Seg1678.1	0.2555	0.086	0.4943	3.053	8.008	9.7437	9.5175
sp|A1L1W9|MOT10_DANRE^sp|A1L1W9|MOT10_DANRE^Q:699-1904	11.361	5.324	5.499	4.8663	7.049	20.673	28.334
sp|P49893|WN11B_XENLA^sp|P49893|WN11B_XENLA^Q:509-1495	1.3135	0.338	4.3343	9.9737	7.2257	5.3523	8.2545
evm.model.Seg1688.9	32.2185	34.113	298.9473	247.2133	190.1573	246.757	778.894
sp|Q05982|NDKA_RAT^sp|Q05982|NDKA_RAT^Q:790-1209	1.993	0.1485	0.554	0.2887	4.9897	6.5917	5.6665
evm.model.Seg1693.7	2.1735	3.56	12.3297	20.6637	46.828	106.9793	64.9575
sp|Q5EAB6|PMGT1_BOVIN^sp|Q5EAB6|PMGT1_BOVIN^Q:510-2180	3.2905	2.29	0.3337	0.5577	2.0633	3.726	4.613
sp|O42357|RX2_DANRE^sp|O42357|RX2_DANRE^Q:313-756	15.3795	0.422	6.863	6.365	5.001	11.668	7.9285
sp|A4YI89|HPCD_METS5^sp|A4YI89|HPCD_METS5^Q:157-753	1.1615	0.8745	3.252	3.234	2.715	2.7837	2.4885
sp|P28473|GBRG3_RAT^sp|P28473|GBRG3_RAT^Q:909-2120	1.9395	1.116	3.1947	2.553	8.34	11.1727	6.148
sp|Q8C6K9|CO6A6_MOUSE^sp|Q8C6K9|CO6A6_MOUSE^Q:2420-3076	0.222	0.014	0.2807	0.4923	1.9297	2.658	6.2715
evm.model.Seg1719.5	1.4685	0.364	0.9313	1.2153	4.797	5.0157	4.4275
sp|P0CE10|DEAHB_ARATH^sp|P0CE10|DEAHB_ARATH^Q:132-782	0.2855	0.2065	2.3713	2.862	2.813	4.0543	4.1925
sp|Q0MWV8|AURE_AURAU^sp|Q0MWV8|AURE_AURAU^Q:277-453	8.78	1.334	6.1543	1.7483	6.7107	73.8893	949.249
evm.model.Seg1726.8	0.368	0.0	8.0413	15.247	2.7457	0.0	6.734
sp|Q32LQ4|BHMT1_DANRE^sp|Q32LQ4|BHMT1_DANRE^Q:1-1167	162.6425	80.741	234.8477	432.4853	700.7983	706.2293	195.9205
sp|Q6UJY2|SL9C1_MOUSE^sp|Q6UJY2|SL9C1_MOUSE^Q:141-3053	1.426	0.162	0.224	0.4837	1.2847	5.0387	1.7445
sp|Q96M20|CNBD2_HUMAN^sp|Q96M20|CNBD2_HUMAN^Q:843-1556	0.6875	0.0	0.8003	0.7457	2.4377	0.0	2.8635
evm.model.Seg1739.7	0.2845	0.171	1.0753	0.928	1.3613	1.318	1.283
sp|Q16832|DDR2_HUMAN^sp|Q16832|DDR2_HUMAN^Q:273-1283	0.2555	0.065	0.9853	3.0717	2.8	1.0147	1.3805
evm.model.Seg1747.6	2.3575	0.5915	1.258	1.0797	4.447	13.1757	12.59
sp|O54701|NCKX2_RAT^sp|O54701|NCKX2_RAT^Q:23-1498	1.5895	0.8015	1.5873	3.3697	6.6883	7.3793	3.735
sp|O54701|NCKX2_RAT^sp|O54701|NCKX2_RAT^Q:23-1453	1.896	0.511	1.944	2.8133	4.3687	21.0763	14.1635
sp|Q99607|ELF4_HUMAN^sp|Q99607|ELF4_HUMAN^Q:1133-1384	1.958	2.7065	8.7727	7.2783	14.298	23.1733	24.2915
sp|Q7Z442|PK1L2_HUMAN^sp|Q7Z442|PK1L2_HUMAN^Q:1-1611	0.3605	0.504	1.1997	1.57	9.817	3.0037	3.9975
evm.model.Seg1765.6	1.435	0.4585	0.4267	2.4633	2.546	5.361	6.853
sp|Q8WYB5|KAT6B_HUMAN^sp|Q8WYB5|KAT6B_HUMAN^Q:1616-2542	0.0	0.0	0.6287	0.0	0.0	2.071	2.846
sp|P52046|CRT_CLOAB^sp|P52046|CRT_CLOAB^Q:414-1103	15.1455	2.6505	247.3997	140.8417	164.781	337.1007	254.7035
evm.model.Seg1770.6	0.03	0.132	1.5103	1.219	0.6507	0.5153	1.064
sp|P49582|ACHA7_MOUSE^sp|P49582|ACHA7_MOUSE^Q:1-897	0.3475	0.2655	2.136	1.6857	1.5963	1.2827	1.0035
sp|Q96DH6|MSI2H_HUMAN^sp|Q96DH6|MSI2H_HUMAN^Q:170-784	40.6925	25.49	28.024	17.0627	9.384	73.0033	119.9785
evm.model.Seg1776.7.6.57f48f78	0.004	0.0	0.2667	0.0	0.0083	0.6673	0.7885
sp|Q9UHL9|GT2D1_HUMAN^sp|Q9UHL9|GT2D1_HUMAN^Q:745-1020	0.846	0.0	0.0173	0.0	1.18	1.1413	0.6675
evm.model.Seg1794.4	0.6765	0.0	0.694	1.4157	2.3043	3.953	1.1665
sp|A2VDD2|TC1DB_XENLA^sp|A2VDD2|TC1DB_XENLA^Q:196-609	1.27	0.0905	0.4833	3.5007	7.3777	8.3017	9.6165
sp|P82198|BGH3_MOUSE^sp|P82198|BGH3_MOUSE^Q:249-2081	2.7875	2.618	0.8633	1.3213	4.291	3.7433	13.577
sp|Q8VIG3|RSPH1_MOUSE^sp|Q8VIG3|RSPH1_MOUSE^Q:594-1199	5.1695	3.3195	7.5487	16.1627	22.7783	19.964	31.896
evm.model.Seg1816.3	2.545	1.8565	307.594	166.7353	127.6593	118.2887	72.896
sp|Q6NZ04|SIX1B_DANRE^sp|Q6NZ04|SIX1B_DANRE^Q:28-579	0.0	0.0	0.099	0.031	3.4817	1.3687	3.451
sp|Q60988|STIL_MOUSE^sp|Q60988|STIL_MOUSE^Q:254-1507	1.0215	0.2465	0.6133	1.8433	0.8897	0.8953	2.82
sp|O64411|PAO_MAIZE^sp|O64411|PAO_MAIZE^Q:554-1786	3.2345	0.687	1.8793	2.1703	12.3557	25.74	251.6945
evm.model.Seg1831.7	0.0195	0.0	0.0247	0.2927	0.55	0.1033	1.621
sp|B7W114|CTXL_ACRMI^sp|B7W114|CTXL_ACRMI^Q:169-927	0.168	0.1075	0.2057	1.2013	20.9817	5.8413	4.473
sp|Q5I0X7|TTC32_HUMAN^sp|Q5I0X7|TTC32_HUMAN^Q:343-573	12.241	1.3075	10.3827	13.5443	11.741	21.3613	19.077
sp|P33450|FAT_DROME^sp|P33450|FAT_DROME^Q:363-3617	0.0115	0.1835	1.2863	0.2763	0.598	0.563	0.713
sp|Q5DRE1|PCDC2_PANTR^sp|Q5DRE1|PCDC2_PANTR^Q:313-1416	0.035	0.9175	4.999	1.2237	1.76	1.708	3.108
sp|P29026|CHI1_RHIOL^sp|P29026|CHI1_RHIOL^Q:1415-2290(255)	5.9035	4.4605	77.3233	48.045	35.218	17.8117	23.3455
sp|P29026|CHI1_RHIOL^sp|P29026|CHI1_RHIOL^Q:1415-2290(256)	2.4085	0.422	28.044	60.0527	5.6603	16.3887	38.5375
evm.model.Seg1845.9	0.0	0.0485	0.6333	2.255	2.1343	2.4463	1.9975
sp|Q6DFV8|VWDE_MOUSE^sp|Q6DFV8|VWDE_MOUSE^Q:19-1665	1.1025	0.7005	2.1237	2.8857	4.6933	13.003	16.334
evm.model.Seg1849.1.1.57f48f78	0.0	0.154	0.896	0.548	0.394	2.6387	3.824
evm.model.Seg1852.5	5.5005	3.308	199.7763	181.2107	143.601	36.4017	36.836
evm.model.Seg1852.9	8.5495	3.259	14.063	13.9367	19.233	19.2537	27.664
evm.model.Seg1854.5.1.57f48f78	0.5815	0.1865	1.3143	0.462	1.076	0.948	1.632
sp|Q63ZI0|KCNK9_XENLA^sp|Q63ZI0|KCNK9_XENLA^Q:662-1159	2.703	0.424	1.1917	5.95	13.004	11.473	2.57
sp|Q94AM1|OOPDA_ARATH^sp|Q94AM1|OOPDA_ARATH^Q:412-2196	0.1035	0.0435	0.1897	0.045	0.501	9.03	4.16
evm.model.Seg1858.10	0.115	0.0985	0.779	0.566	0.2643	0.4153	2.9425
sp|P82251|BAT1_HUMAN^sp|P82251|BAT1_HUMAN^Q:171-1475	0.288	0.122	0.7437	2.1307	1.15	1.2037	1.19
sp|Q96S55|WRIP1_HUMAN^sp|Q96S55|WRIP1_HUMAN^Q:837-2087	0.936	0.469	0.759	1.8133	0.847	0.8427	2.5
evm.model.Seg1865.5	4.787	1.0545	3.4563	2.7167	5.5297	8.6263	6.067
sp|Q9D119|PPR27_MOUSE^sp|Q9D119|PPR27_MOUSE^Q:732-983	0.151	0.227	1.2687	3.7733	4.9153	9.329	1.2465
evm.model.Seg1870.9	4.8005	0.0	1.8363	3.2377	3.1313	5.818	5.3965
sp|P56677|ST14_MOUSE^sp|P56677|ST14_MOUSE^Q:916-1623	7.017	6.2805	0.936	2.0957	13.4867	219.462	45.727
sp|O00602|FCN1_HUMAN^sp|O00602|FCN1_HUMAN^Q:637-1269	0.097	0.0855	1.2933	1.152	0.3317	0.5893	0.927
sp|Q29041|FCN2_PIG^sp|Q29041|FCN2_PIG^Q:108-608	0.7955	1.323	2.976	4.9943	5.3617	5.2173	5.4865
sp|Q8BGG9|ACNT2_MOUSE^sp|Q8BGG9|ACNT2_MOUSE^Q:195-1466	1.157	0.112	0.3703	6.2707	9.3363	5.4287	4.6935
sp|O70244|CUBN_RAT^sp|O70244|CUBN_RAT^Q:774-1109	6.7065	1.8715	4.117	3.4403	15.2857	30.1677	166.8925
sp|P43268|ETV4_HUMAN^sp|P43268|ETV4_HUMAN^Q:385-1605	0.0	0.6325	0.1107	0.868	0.519	0.0	0.5935
sp|P41383|TBA2_PATVU^sp|P41383|TBA2_PATVU^Q:3230-4543	0.2755	0.4725	0.75	0.8893	1.4723	0.0	1.76
sp|P41383|TBA2_PATVU^sp|P41383|TBA2_PATVU^Q:3131-4444	2.368	1.194	3.351	13.8733	16.911	5.6763	7.7185
evm.model.Seg1886.2	29.495	33.4775	60.0173	88.4783	114.788	150.0327	68.084
sp|P00774|CEL2A_RAT^sp|P00774|CEL2A_RAT^Q:7-627	5.0245	2.5035	367.843	180.3247	106.213	322.2403	927.715
sp|P08419|CEL2A_PIG^sp|P08419|CEL2A_PIG^Q:376-1074	1.1565	0.6145	54.64	42.9567	16.7763	46.594	134.3115
sp|P31580|HCE1_ORYLA^sp|P31580|HCE1_ORYLA^Q:200-766	32.1205	1.1885	2.2397	2.1933	21.734	25.9477	16.9795
sp|Q8C0Q3|TTC34_MOUSE^sp|Q8C0Q3|TTC34_MOUSE^Q:2570-4132	0.0945	0.27	1.925	1.1107	1.9597	0.8443	2.3025
sp|Q9FIT4|BFT_ARATH^sp|Q9FIT4|BFT_ARATH^Q:190-627	0.9555	0.0335	1.5863	4.0267	2.1673	3.7017	0.4085
sp|B2DCR8|CTX_SEPES^sp|B2DCR8|CTX_SEPES^Q:1480-2772	0.3295	1.1175	2.5167	4.9247	64.7283	22.011	12.973
sp|A1L1C2|PLD6_XENLA^sp|A1L1C2|PLD6_XENLA^Q:374-859	2.8805	2.5195	7.4627	9.7623	5.9617	2.7427	9.694
sp|Q9GZV3|SC5A7_HUMAN^sp|Q9GZV3|SC5A7_HUMAN^Q:3-722	0.739	0.6935	1.1177	1.3843	9.1367	13.945	12.87
sp|Q9VE46|SC5A7_DROME^sp|Q9VE46|SC5A7_DROME^Q:529-1131	2.6175	1.15	2.9133	5.9167	20.2153	52.6397	82.3135
sp|Q9VE46|SC5A7_DROME^sp|Q9VE46|SC5A7_DROME^Q:792-1217	1.9145	0.5135	0.454	1.4297	4.196	3.8127	4.362
evm.model.Seg1922.4	0.5485	0.443	6.3473	9.598	7.373	3.526	3.4225
sp|Q04956|ATX1_PLAFA^sp|Q04956|ATX1_PLAFA^Q:207-31	27.7465	0.0	13.7057	2.283	9.4793	37.4253	1983.641
sp|Q3TTY0|PLB1_MOUSE^sp|Q3TTY0|PLB1_MOUSE^Q:409-1407	8.4175	12.06	21.1193	50.583	81.6803	27.3513	68.2745
evm.model.Seg1925.1	0.2065	0.0	0.1687	1.819	2.524	2.4267	1.321
sp|B1H3D5|ENDOU_XENTR^sp|B1H3D5|ENDOU_XENTR^Q:3311-4099	4.1135	1.9905	5.171	13.077	21.143	19.335	33.7285
sp|A6H694|LRC63_MOUSE^sp|A6H694|LRC63_MOUSE^Q:1745-2512	0.499	0.087	3.694	0.7507	0.9127	1.6447	1.981
evm.model.Seg1956.15	0.8845	0.3885	0.967	1.2947	7.8787	4.8593	4.538
evm.model.Seg1956.5	0.0195	0.0	0.2353	9.5043	27.534	29.098	8.7195
sp|Q66KY3|CUTA_XENLA^sp|Q66KY3|CUTA_XENLA^Q:188-529	20.7465	12.77	77.08	53.1573	35.0713	69.9563	60.069
sp|Q5U3K5|RABL6_MOUSE^sp|Q5U3K5|RABL6_MOUSE^Q:110-955	0.1785	0.8905	1.265	0.0	0.2317	1.379	2.936
sp|Q91175|ADA1A_ORYLA^sp|Q91175|ADA1A_ORYLA^Q:90-1037	0.106	0.0	0.1153	0.7553	3.9867	2.8487	2.4105
sp|Q5F4B8|S46A3_CHICK^sp|Q5F4B8|S46A3_CHICK^Q:76-753	5.383	0.1965	0.1267	0.9907	2.2247	2.9057	1.857
sp|P38977|ANTA_HYDVU^sp|P38977|ANTA_HYDVU^Q:328-705	7.7285	6.3315	104.8077	66.5007	43.876	69.3117	152.567
sp|Q9NZK5|CECR1_HUMAN^sp|Q9NZK5|CECR1_HUMAN^Q:127-1290	5.081	7.407	7.8053	24.4697	19.8657	8.8963	12.7385
sp|O35240|ASIC3_RAT^sp|O35240|ASIC3_RAT^Q:1067-2419	1.694	0.604	2.058	1.0803	2.7113	3.6153	5.3065
evm.model.Seg199.12	0.3875	0.055	0.2287	0.425	0.629	0.3943	0.793
evm.model.Seg1991.4	0.045	0.227	4.234	3.2613	1.666	5.5393	2.3275
evm.model.Seg1996.8	0.9705	0.701	0.3047	1.6633	17.4797	19.624	15.807
evm.model.Seg1997.7	50.343	0.0	2.7253	2.7067	5.726	9.9443	16.224
evm.model.Seg1999.6	1.2635	0.584	1.7997	4.456	26.0807	44.093	41.4095
sp|P0C0W8|GP139_RAT^sp|P0C0W8|GP139_RAT^Q:601-1242	1.581	0.518	14.3647	10.5207	1.7227	6.2147	21.2165
evm.model.Seg2004.1	0.07	0.0	0.2897	0.0463	0.077	0.3753	5.0225
evm.model.Seg2011.1	0.683	0.496	15.792	20.074	5.5293	6.3497	9.7445
sp|Q9UGV2|NDRG3_HUMAN^sp|Q9UGV2|NDRG3_HUMAN^Q:472-1359	1.272	0.954	6.4363	75.1777	79.8833	17.2353	16.862
evm.model.Seg2014.5	1.7265	1.0155	4.112	10.142	50.5277	31.1257	27.768
sp|A5A4L1|GHSR_MUSPF^sp|A5A4L1|GHSR_MUSPF^Q:845-1228	0.5325	0.1225	0.447	0.8813	5.5623	6.5377	0.848
sp|Q9I927|FUCL5_ANGJA^sp|Q9I927|FUCL5_ANGJA^Q:492-893	0.567	0.2125	0.1503	1.0423	2.616	1.426	2.526
sp|Q8NDA2|HMCN2_HUMAN^sp|Q8NDA2|HMCN2_HUMAN^Q:433-1617	3.0775	1.0015	2.1077	1.6353	12.1157	45.2917	53.1225
sp|A5D7J3|KNOP1_BOVIN^sp|A5D7J3|KNOP1_BOVIN^Q:325-645	6.438	11.943	30.1563	48.1717	24.2387	28.8733	56.1735
sp|Q66HG1|DMTF1_RAT^sp|Q66HG1|DMTF1_RAT^Q:4288-5160	0.0985	0.1315	0.3403	0.058	0.121	1.1977	0.7305
sp|Q58A42|DD3_DICDI^sp|Q58A42|DD3_DICDI^Q:1-1293	0.0895	0.476	0.1027	0.113	1.507	1.364	1.1785
sp|Q8JG30|ST1B1_CHICK^sp|Q8JG30|ST1B1_CHICK^Q:91-921	0.0	0.0	0.0323	1.0253	10.541	4.4693	2.08
sp|Q7TN88|PK1L2_MOUSE^sp|Q7TN88|PK1L2_MOUSE^Q:256-1158	0.3335	0.5035	0.5647	0.7217	5.064	1.5597	1.8665
sp|P58414|CADA_LISMO^sp|P58414|CADA_LISMO^Q:19-651	3.4425	0.7685	2.3443	16.2613	60.995	48.669	58.6135
evm.model.Seg2039.2	2.4875	0.596	2.0497	3.2527	7.2047	10.001	13.385
evm.model.Seg2039.4	6.899	8.116	237.8157	73.9997	66.0513	116.5903	248.6825
evm.model.Seg2039.4.1.57f48f78	3.3735	2.9095	57.255	26.0077	22.6757	31.2717	57.9355
evm.model.Seg2041.3	8.5335	5.856	34.5927	62.4907	51.308	56.3203	34.5855
evm.model.Seg2041.5	0.0	0.0	0.3067	0.4037	1.2933	2.313	1.2365
sp|Q92000|SHH_XENLA^sp|Q92000|SHH_XENLA^Q:334-1131	0.127	0.0	0.0633	1.034	2.3077	0.667	3.335
evm.model.Seg2049.4	0.2645	0.0	2.7293	2.3083	2.628	2.7127	1.4105
sp|B3EWY9|MLP_ACRMI^sp|B3EWY9|MLP_ACRMI^Q:163-2874	0.4305	0.154	0.5887	1.578	2.285	4.8687	5.7575
sp|Q9VCA2|ORCT_DROME^sp|Q9VCA2|ORCT_DROME^Q:438-1883	2.2245	3.1575	7.4177	21.1397	20.2447	10.9923	12.965
sp|Q6V0I7|FAT4_HUMAN^sp|Q6V0I7|FAT4_HUMAN^Q:133-1275	7.666	0.165	4.5897	5.825	5.4347	10.0067	11.6625
sp|Q8IN35|SIFAR_DROME^sp|Q8IN35|SIFAR_DROME^Q:538-1326	0.204	0.364	0.2247	0.1113	0.652	0.6837	0.807
sp|Q4QQN5|SETD7_XENTR^sp|Q4QQN5|SETD7_XENTR^Q:110-883	0.0	0.432	0.311	1.0827	0.331	0.3653	0.2965
sp|P82251|BAT1_HUMAN^sp|P82251|BAT1_HUMAN^Q:67-1488	0.181	0.0	0.017	0.0227	0.019	0.2703	0.9395
sp|Q8BH16|FBXL2_MOUSE^sp|Q8BH16|FBXL2_MOUSE^Q:207-1280	1.119	0.446	1.214	4.8033	0.717	4.0163	12.0375
evm.model.Seg207.7	0.0	0.0	0.8943	2.8183	17.4073	8.413	6.212
sp|Q86UP6|CUZD1_HUMAN^sp|Q86UP6|CUZD1_HUMAN^Q:2055-2906	6.5475	9.7385	22.631	81.274	217.3817	218.3383	232.2385
sp|Q90611|MMP2_CHICK^sp|Q90611|MMP2_CHICK^Q:645-1190	3.473	5.498	10.452	13.9073	27.0987	15.341	16.728
sp|P17678|GATA1_CHICK^sp|P17678|GATA1_CHICK^Q:1128-1322	0.1485	0.1035	0.1077	0.6017	2.674	6.447	4.563
sp|Q9CQV3|SPB11_MOUSE^sp|Q9CQV3|SPB11_MOUSE^Q:446-1585	20.527	10.952	31.4357	82.3503	486.8753	296.9457	293.9355
sp|P19477|FIBA_PARPA^sp|P19477|FIBA_PARPA^Q:319-969	0.0735	0.0345	0.4373	1.0037	0.4863	0.543	0.9285
sp|Q90416|RXRGA_DANRE^sp|Q90416|RXRGA_DANRE^Q:177-1172	4.231	10.36	13.4753	25.8007	20.9907	14.681	20.6395
sp|Q96B70|LENG9_HUMAN^sp|Q96B70|LENG9_HUMAN^Q:843-1139	0.9355	1.967	2.2063	0.52	1.3713	2.0103	4.0995
sp|Q9WTR6|XCT_MOUSE^sp|Q9WTR6|XCT_MOUSE^Q:79-1494	0.661	0.167	0.472	1.1133	1.9113	7.174	7.081
sp|Q9ESD1|PRSS8_MOUSE^sp|Q9ESD1|PRSS8_MOUSE^Q:940-1539	0.0645	0.125	11.6467	9.209	4.791	6.2787	7.9345
sp|P69525|TMPS9_MOUSE^sp|P69525|TMPS9_MOUSE^Q:514-1227	2.3465	1.303	64.0323	50.818	54.6373	105.4657	161.822
sp|Q8C142|ARH_MOUSE^sp|Q8C142|ARH_MOUSE^Q:706-930	0.2845	0.0925	17.1113	7.5597	8.641	8.5057	8.243
evm.model.Seg2109.7	1.521	0.9685	3.1603	2.7077	5.9537	9.5363	8.232
sp|G8HTB6|ZPP_ACRMI^sp|G8HTB6|ZPP_ACRMI^Q:180-914	0.271	0.0	0.224	0.3423	7.1557	6.4407	6.7515
sp|Q8BFR2|FSTL5_MOUSE^sp|Q8BFR2|FSTL5_MOUSE^Q:266-1186	10.199	6.7845	33.945	38.53	27.4913	58.2053	85.432
sp|Q8N475|FSTL5_HUMAN^sp|Q8N475|FSTL5_HUMAN^Q:730-1935	0.128	0.2195	0.275	0.4773	6.7277	1.7453	4.749
evm.model.Seg2140.1	0.2675	0.2395	0.6833	2.7507	4.244	4.9613	5.8795
evm.model.Seg2144.1	0.992	0.1365	0.183	0.2447	0.897	1.239	2.739
evm.model.Seg2147.7	6.2705	1.4415	49.635	44.9397	61.6387	74.1033	84.7755
evm.model.Seg2149.3	3.8035	0.106	2.0033	0.2077	6.717	22.049	37.768
sp|Q8N1A6|CD033_HUMAN^sp|Q8N1A6|CD033_HUMAN^Q:234-797	0.0	0.0	0.7323	0.5997	0.0	2.999	2.917
evm.model.Seg2154.1	3.135	1.9655	6.609	8.1647	3.6813	12.4963	9.634
evm.model.Seg2162.8	10.165	5.063	72.8027	111.4577	158.529	230.0587	114.051
evm.model.Seg2163.9	0.582	0.2485	3.6093	4.4593	2.105	2.924	5.98
evm.model.Seg2175.6	6.0415	3.1995	34.9683	37.0463	31.3617	52.9623	54.2285
evm.model.Seg2175.7	2.722	0.688	0.581	1.27	4.07	27.2133	9.9325
sp|Q9D2G2|ODO2_MOUSE^sp|Q9D2G2|ODO2_MOUSE^Q:18-389	70.4875	37.6785	71.7063	130.2817	165.8447	112.0057	189.6255
evm.model.Seg2191.5.1.57f48f79	1.023	0.367	2.323	0.241	0.1043	3.1247	11.054
evm.model.Seg2195.8	0.0	0.0915	2.1677	0.808	2.8117	5.6387	11.264
evm.model.Seg2198.3	1.2135	0.1735	0.8587	0.2147	1.7747	5.4367	2.258
sp|Q5R5E8|HEPS_PONAB^sp|Q5R5E8|HEPS_PONAB^Q:1-468	20.3125	2.6575	12.9053	15.399	11.315	29.2657	19.6285
sp|P57756|FCN2_RAT^sp|P57756|FCN2_RAT^Q:1171-1812	0.7315	0.808	5.7863	6.4357	3.243	1.4983	7.113
evm.model.Seg2208.5	0.057	0.167	0.314	0.071	0.501	0.2437	0.6235
evm.model.Seg222.2	6.612	0.641	5.013	7.9797	6.798	9.0553	7.085
evm.model.Seg2231.4	0.116	0.0735	0.147	1.784	3.2783	6.0863	2.2465
sp|Q90XD2|SPEB_CHICK^sp|Q90XD2|SPEB_CHICK^Q:41-1051	8.2465	14.101	16.5053	43.7007	75.6107	38.8007	68.032
evm.model.Seg2232.4	0.116	0.0	2.3473	3.9653	1.296	0.6243	2.3495
sp|A0JMP0|ATHL1_DANRE^sp|A0JMP0|ATHL1_DANRE^Q:742-1791	0.1525	0.3725	0.882	2.495	1.9997	1.3137	1.7925
sp|Q6IRU7|CEP78_MOUSE^sp|Q6IRU7|CEP78_MOUSE^Q:177-1805	3.8515	1.291	6.064	7.8107	4.5247	10.3823	5.7725
evm.model.Seg2259.4	0.198	0.0695	2.572	7.643	4.1253	2.8873	3.7035
evm.model.Seg226.3	5.7395	1.422	170.986	49.501	478.2293	1508.079	1712.4665
evm.model.Seg2271.5	0.769	0.523	1.1507	1.2707	5.7007	3.1527	2.3275
sp|A0AUS0|WSDU1_DANRE^sp|A0AUS0|WSDU1_DANRE^Q:895-1299	2.475	0.399	2.0127	2.4653	2.283	2.9697	2.8735
sp|Q8CHN8|MASP1_RAT^sp|Q8CHN8|MASP1_RAT^Q:205-1710	1.067	0.248	6.9997	5.2433	9.2163	7.9823	17.036
sp|Q8N2E2|VWDE_HUMAN^sp|Q8N2E2|VWDE_HUMAN^Q:465-2024	0.549	0.21	0.5863	0.164	0.9423	1.6983	2.7285
sp|Q5EB62|S2546_RAT^sp|Q5EB62|S2546_RAT^Q:825-1802	1.117	0.293	2.0633	4.761	2.4647	5.4437	9.746
sp|Q8HXX6|SAP3_MACFA^sp|Q8HXX6|SAP3_MACFA^Q:669-1097	2.0985	2.2655	44.336	86.226	302.314	617.1583	655.3225
evm.model.Seg230.20	0.513	0.1775	0.9377	2.3443	0.669	1.5693	2.445
sp|O95455|TGDS_HUMAN^sp|O95455|TGDS_HUMAN^Q:88-852	0.0	0.0	0.0843	2.5257	1.0313	0.6387	1.4505
sp|Q9NXH9|TRM1_HUMAN^sp|Q9NXH9|TRM1_HUMAN^Q:37-1008	0.7025	0.0	0.6977	0.3927	3.9313	3.0907	2.7905
sp|O73817|PSB3_ONCMY^sp|O73817|PSB3_ONCMY^Q:1-576	73.3185	40.349	84.253	190.909	133.794	196.0877	256.9865
evm.model.Seg2321.3	0.0	0.0	55.9213	33.1627	13.6393	26.6797	21.556
evm.model.Seg2325.4	4.064	4.6225	13.4407	28.2287	34.8097	234.5533	145.861
sp|P08419|CEL2A_PIG^sp|P08419|CEL2A_PIG^Q:830-1501	4.4125	1.9145	248.066	237.9457	162.2667	193.3223	689.599
sp|P35555|FBN1_HUMAN^sp|P35555|FBN1_HUMAN^Q:220-1317	0.138	0.204	0.6143	1.4937	0.878	0.9913	1.112
sp|Q9IAT6|DLLC_DANRE^sp|Q9IAT6|DLLC_DANRE^Q:175-1278	0.1335	0.2665	0.3007	1.4667	14.2127	9.2037	15.4165
sp|G8HTB6|ZPP_ACRMI^sp|G8HTB6|ZPP_ACRMI^Q:396-1184	0.6255	0.917	1.715	16.299	59.4997	40.2193	74.0485
evm.model.Seg233.5	0.2405	0.024	1.1127	0.9383	6.7423	10.7613	36.465
evm.model.Seg233.6	1.244	0.0855	5.2743	1.198	7.898	14.3403	41.396
sp|P38487|CREA_BACB0^sp|P38487|CREA_BACB0^Q:3-959	0.2585	0.1145	0.638	2.7807	25.6777	16.859	25.151
sp|O93477|SAHHB_XENLA^sp|O93477|SAHHB_XENLA^Q:105-1394	386.6125	302.204	2031.5947	1643.4957	1662.4967	2188.417	1508.0785
evm.model.Seg2350.3	9.0895	0.0	564.6317	462.169	309.6163	962.564	3250.0165
sp|P51817|PRKX_HUMAN^sp|P51817|PRKX_HUMAN^Q:1035-2063	1.841	0.6125	6.438	12.111	13.911	17.0457	8.444
sp|Q5F4B8|S46A3_CHICK^sp|Q5F4B8|S46A3_CHICK^Q:31-1239	0.3745	0.0685	0.061	0.657	0.534	2.314	0.371
evm.model.Seg2367.3	13.175	4.3255	46.146	25.2763	16.371	133.7923	55.7035
sp|Q924H0|NPFF2_MOUSE^sp|Q924H0|NPFF2_MOUSE^Q:793-1701	0.411	0.207	0.3347	0.414	1.585	1.318	2.9765
evm.model.Seg2385.1	5.859	11.877	17.9567	50.763	70.5287	31.4537	61.826
sp|Q02318|CP27A_HUMAN^sp|Q02318|CP27A_HUMAN^Q:522-1610	6.285	5.198	26.096	27.3383	28.7863	13.633	13.7375
sp|Q61503|5NTD_MOUSE^sp|Q61503|5NTD_MOUSE^Q:4-753	1.3835	0.3035	4.6307	3.2347	24.696	35.832	39.81
sp|Q8CQD9|PLS_STAES^sp|Q8CQD9|PLS_STAES^Q:272-3	5.1595	3.9885	31.7463	113.1	478.8257	279.1243	184.6595
sp|Q07643|CO9A2_MOUSE^sp|Q07643|CO9A2_MOUSE^Q:1-498	3.3065	3.222	25.9587	64.5013	287.6457	225.9537	165.5855
evm.model.Seg2390.5	1.5925	0.375	6.47	21.5773	128.906	70.8463	47.3805
evm.model.Seg2402.2	0.0905	0.0	0.077	0.0333	2.2087	1.1363	1.0125
sp|Q9U8W8|TL5A_TACTR^sp|Q9U8W8|TL5A_TACTR^Q:1249-1881	0.097	0.04	3.2597	1.604	1.4613	1.5327	2.553
